path,slug,title,date,expiryDate,publishDate,draft,permalink,kind,section
content/fr/blog/smilingSquirrel.md,,Écureuil souriant,2025-05-28T07:59:24-04:00,0001-01-01T00:00:00Z,2025-05-28T07:59:24-04:00,false,https://marclaliberte.photos/blog/2025/05/28/smilingsquirrel/,page,blog
content/en/blog/smilingSquirrel.md,,Smiling squirrel,2025-05-28T07:59:24-04:00,0001-01-01T00:00:00Z,2025-05-28T07:59:24-04:00,false,https://marclaliberte.photos/en/blog/2025/05/28/smilingsquirrel/,page,blog
content/en/blog/phoebe.md,,Eastern Phoebe,2025-05-26T08:59:27-04:00,0001-01-01T00:00:00Z,2025-05-26T08:59:27-04:00,false,https://marclaliberte.photos/en/blog/2025/05/26/phoebe/,page,blog
content/fr/blog/phoebe.md,,Moucherolle phébi,2025-05-26T08:59:27-04:00,0001-01-01T00:00:00Z,2025-05-26T08:59:27-04:00,false,https://marclaliberte.photos/blog/2025/05/26/phoebe/,page,blog
content/fr/blog/rainyDay.md,,Journée pluvieuse à la chute,2025-05-25T10:57:44-04:00,0001-01-01T00:00:00Z,2025-05-25T10:57:44-04:00,false,https://marclaliberte.photos/blog/2025/05/25/rainyday/,page,blog
content/en/blog/rainyDay.md,,Rainy day at the fall,2025-05-25T10:57:44-04:00,0001-01-01T00:00:00Z,2025-05-25T10:57:44-04:00,false,https://marclaliberte.photos/en/blog/2025/05/25/rainyday/,page,blog
content/en/blog/redstart.md,,American redstart,2025-05-23T08:11:47-04:00,0001-01-01T00:00:00Z,2025-05-23T08:11:47-04:00,false,https://marclaliberte.photos/en/blog/2025/05/23/redstart/,page,blog
content/fr/blog/redstart.md,,Paruline Flamboyante,2025-05-23T08:11:47-04:00,0001-01-01T00:00:00Z,2025-05-23T08:11:47-04:00,false,https://marclaliberte.photos/blog/2025/05/23/redstart/,page,blog
content/en/blog/blueBird.md,,Eastern BlueBird,2025-05-21T08:25:26-04:00,0001-01-01T00:00:00Z,2025-05-21T08:25:26-04:00,false,https://marclaliberte.photos/en/blog/2025/05/21/bluebird/,page,blog
content/fr/blog/blueBird.md,,Merlebleu,2025-05-21T08:25:26-04:00,0001-01-01T00:00:00Z,2025-05-21T08:25:26-04:00,false,https://marclaliberte.photos/blog/2025/05/21/bluebird/,page,blog
content/en/blog/pigeons.md,,Pigeons,2025-05-19T16:26:00-04:00,0001-01-01T00:00:00Z,2025-05-19T16:26:00-04:00,false,https://marclaliberte.photos/en/blog/2025/05/19/pigeons/,page,blog
content/fr/blog/pigeons.md,,Pigeons,2025-05-19T16:25:49-04:00,0001-01-01T00:00:00Z,2025-05-19T16:25:49-04:00,false,https://marclaliberte.photos/blog/2025/05/19/pigeons/,page,blog
content/en/blog/woodpecker.md,,Downy woodpecker,2025-05-16T14:06:54-04:00,0001-01-01T00:00:00Z,2025-05-16T14:06:54-04:00,false,https://marclaliberte.photos/en/blog/2025/05/16/woodpecker/,page,blog
content/fr/blog/woodpecker.md,,Pic nain,2025-05-16T14:06:54-04:00,0001-01-01T00:00:00Z,2025-05-16T14:06:54-04:00,false,https://marclaliberte.photos/blog/2025/05/16/woodpecker/,page,blog
content/en/blog/restoration.md,,Photo Restoration,2025-05-15T13:16:14-04:00,0001-01-01T00:00:00Z,2025-05-15T13:16:14-04:00,false,https://marclaliberte.photos/en/blog/2025/05/15/restoration/,page,blog
content/fr/blog/restoration.md,,Restauration de photos,2025-05-15T13:16:14-04:00,0001-01-01T00:00:00Z,2025-05-15T13:16:14-04:00,false,https://marclaliberte.photos/blog/2025/05/15/restoration/,page,blog
content/fr/blog/mallards.md,,Canard Colvert,2025-05-14T11:19:03-04:00,0001-01-01T00:00:00Z,2025-05-14T11:19:03-04:00,false,https://marclaliberte.photos/blog/2025/05/14/mallards/,page,blog
content/en/blog/mallards.md,,Mallard,2025-05-14T11:19:03-04:00,0001-01-01T00:00:00Z,2025-05-14T11:19:03-04:00,false,https://marclaliberte.photos/en/blog/2025/05/14/mallards/,page,blog
content/en/blog/ruins2.md,,Montmills Ruins,2025-05-12T14:05:05-04:00,0001-01-01T00:00:00Z,2025-05-12T14:05:05-04:00,false,https://marclaliberte.photos/en/blog/2025/05/12/ruins2/,page,blog
content/fr/blog/ruins2.md,,Ruines de Montmills,2025-05-12T14:05:05-04:00,0001-01-01T00:00:00Z,2025-05-12T14:05:05-04:00,false,https://marclaliberte.photos/blog/2025/05/12/ruins2/,page,blog
content/en/blog/squirrel.md,,Chubby squirrel,2025-05-09T08:51:21-04:00,0001-01-01T00:00:00Z,2025-05-09T08:51:21-04:00,false,https://marclaliberte.photos/en/blog/2025/05/09/squirrel/,page,blog
content/fr/blog/squirrel.md,,Écureuil potelé,2025-05-09T08:51:21-04:00,0001-01-01T00:00:00Z,2025-05-09T08:51:21-04:00,false,https://marclaliberte.photos/blog/2025/05/09/squirrel/,page,blog
content/fr/blog/blackbird2.md,,Carouge à épaulettes,2025-05-07T09:25:13-04:00,0001-01-01T00:00:00Z,2025-05-07T09:25:13-04:00,false,https://marclaliberte.photos/blog/2025/05/07/blackbird2/,page,blog
content/en/blog/blackbird2.md,,Red-winged Blackbird,2025-05-07T09:25:13-04:00,0001-01-01T00:00:00Z,2025-05-07T09:25:13-04:00,false,https://marclaliberte.photos/en/blog/2025/05/07/blackbird2/,page,blog
content/fr/blog/cormorant.md,,Cormoran à aigrettes,2025-05-05T14:02:49-04:00,0001-01-01T00:00:00Z,2025-05-05T14:02:49-04:00,false,https://marclaliberte.photos/blog/2025/05/05/cormorant/,page,blog
content/en/blog/cormorant.md,,Double-crested cormorant,2025-05-05T14:02:49-04:00,0001-01-01T00:00:00Z,2025-05-05T14:02:49-04:00,false,https://marclaliberte.photos/en/blog/2025/05/05/cormorant/,page,blog
content/en/blog/ruins1.md,,Petite Chute Ruins,2025-05-03T10:06:36-04:00,0001-01-01T00:00:00Z,2025-05-03T10:06:36-04:00,false,https://marclaliberte.photos/en/blog/2025/05/03/ruins1/,page,blog
content/fr/blog/ruins1.md,,Ruines de la Petite Chute,2025-05-03T10:06:36-04:00,0001-01-01T00:00:00Z,2025-05-03T10:06:36-04:00,false,https://marclaliberte.photos/blog/2025/05/03/ruins1/,page,blog
